NOTATION,INSPECTION AREA,STREET_NO,STREET_NAME,DATA_STATUS,COMP_TYPE,STREET_DIRECTION,ADDRESS,SUB_TYPE,APPROVED,X_COORD,Y_COORD,PARCEL,NUMBER_KEY,COMMUNITY_CODE,COMMUNITY,ESRI_OID,
CONDEMNATION,0920,3820,LLEWELLYN AV,ORDERS  ,CBHCODE ,  ,3820 LLEWELLYN AV,VACANT  ,N,1387536,427825,019400090239      ,B201808091,7,S CUMMINSVILLE-MILLVALE,968,
KEEP THE BUILDING VACANT,0920,3834,LLEWELLYN AV,FINLNOTC,CBHCODE ,  ,3834 LLEWELLYN AV,VACANT  ,N,1387545,428009,019400090232      ,B201804901,7,S CUMMINSVILLE-MILLVALE,969,
CONDEMNATION,0760,1909,LOSANTIVILLE AV,VSUSPEND,CBHCODE ,  ,1909 LOSANTIVILLE AV,VACANT  ,N,1414283,440025,011700120094      ,B201301474,22,ROSELAWN,970,
KEEP THE BUILDING VACANT,0760,1909,LOSANTIVILLE AV,VSUSPEND,CBHCODE ,  ,1909 LOSANTIVILLE AV,VACANT  ,N,1414283,440025,011700120094      ,B201907324,22,ROSELAWN,971,
CONDEMNATION,0690,2860,LOSANTIVILLE AV,DUPLICAT,CBHCODE ,  ,2860 LOSANTIVILLE AV,VACANT  ,N,1420342,438146,012200010029      ,B201804534,14,PLEASANT RIDGE,972,
KEEP THE BUILDING VACANT,0260,2151,LOTH ST,ORDERS  ,CBHCODE ,  ,2151 LOTH ST,VACANT  ,N,1396783,414480,009400040029      ,B201907936,24,MT AUBURN,973,
KEEP THE BUILDING VACANT,0260,2201,LOTH ST,ORDERS  ,CBHCODE ,  ,2201 LOTH ST,VACANT  ,N,1396856,414539,009300030023      ,B201103200,24,MT AUBURN,974,
CONDEMNATION,0260,2207,LOTH ST,ORDERS  ,CBHCODE ,  ,2207 LOTH ST,VACANT  ,N,1396873,414585,009300030164      ,B201808076,24,MT AUBURN,975,
CONDEMNATION,0260,2222,LOTH ST,CRIMINAL,CBHCODE ,  ,2222 LOTH ST,VACANT  ,N,1397027,414641,009300030034      ,B201808077,24,MT AUBURN,976,
KEEP THE BUILDING VACANT,0260,2282,LOTH ST,FINLNOTC,CBHCODE ,  ,2282 LOTH ST,VACANT  ,N,1397280,415318,009300020078      ,B201604402,24,MT AUBURN,977,
KEEP THE BUILDING VACANT,1040,2537,LUCKEY AV,ORDERS  ,CBHCODE ,  ,2537 LUCKEY AV,VACANT  ,N,1385132,418789,020600050232      ,B201900184,3,N FAIRMONT-ENGLISH WOODS,978,
CONDEMNATION,0710,3500,LUMFORD PL,ORDERS  ,CBHCODEC,  ,3500 LUMFORD PL,VACANT  ,N,1425197,436567,012500040001      ,BC20190347,13,KENNEDY HEIGHTS,979,
CONDEMNATION,0740,8361,MACE AV,CIVIL2  ,CBHCODE ,  ,8361 MACE AV,VACANT  ,N,1410877,448381,024500050017      ,B201806897,21,HARTWELL,980,
KEEP THE BUILDING VACANT,0900,4130,MAD ANTHONY ST,FINLNOTC,CBHCODE ,  ,4130 MAD ANTHONY ST,VACANT  ,N,1391498,429382,022100190054      ,B201805427,2,NORTHSIDE,981,
KEEP THE BUILDING VACANT,0900,4209,MAD ANTHONY ST,FINLNOTC,CBHCODE ,  ,4209 MAD ANTHONY ST,VACANT  ,N,1391353,430274,022100200039      ,B201501962,2,NORTHSIDE,982,
CONDEMNATION,0900,4215,MAD ANTHONY ST,CIVIL2  ,CBHCODE ,  ,4215 MAD ANTHONY ST,VACANT  ,N,1391352,430348,022100200036      ,B201804999,2,NORTHSIDE,983,
KEEP THE BUILDING VACANT,0900,4217,MAD ANTHONY ST,CIVIL1  ,CBHCODE ,  ,4217 MAD ANTHONY ST,VACANT  ,N,1391358,430372,022100200035      ,B201200108,2,NORTHSIDE,984,
KEEP THE BUILDING VACANT,0900,4231,MAD ANTHONY ST,DUPLICAT,CBHCODE ,  ,4231 MAD ANTHONY ST,VACANT  ,N,1391358,430551,022100200015      ,B201504358,2,NORTHSIDE,985,
CONDEMNATION,0900,4247,MAD ANTHONY ST,HAZARD  ,CBHCODE ,  ,4247 MAD ANTHONY ST,VACANT  ,N,1391340,430741,022100200024      ,B201302913,2,NORTHSIDE,986,
KEEP THE BUILDING VACANT,0450,1528,MADISON RD,ORDERS  ,CBHCODEC,  ,1528 MADISON RD,VACANT  ,N,1407580,417659,006100010141      ,BC20160278,12,WALNUT HILLS,987,
CONDEMNATION,0620,2680,MADISON RD,ORDERS  ,CBHCODEC,  ,2680 MADISON RD,VACANT  ,N,1417040,422846,004100050193      ,BC20190724,0,NOT IDENTIFIED,988,
KEEP THE BUILDING VACANT,0660,3632,MADISON RD,ORDERS  ,CBHCODE ,  ,3632 MADISON RD,VACANT  ,N,1424669,428305,005100020153      ,B201907527,51,OAKLEY,989,
KEEP THE BUILDING VACANT ,0670,5629,MADISON RD,VSUSPEND,CBHCODEC,  ,5629 MADISON RD,VACANT  ,N,1430909,428332,003600020003      ,BC20180175,50,MADISONVILLE,990,
CONDEMNATION,0670,5629,MADISON RD,ORDERS  ,CBHCODEC,  ,5629 MADISON RD,VACANT  ,N,1430909,428332,003600020003      ,BC20190189,50,MADISONVILLE,991,
KEEP THE BUILDING VACANT,0810,3537,MAGILL AV,FINLNOTC,CBHCODE ,  ,3537 MAGILL AV,VACANT  ,N,1405770,423318,010800020048      ,B201402188,31,AVONDALE,992,
KEEP THE BUILDING VACANT,0060,316,MAIN ST,PREPROS ,CBHCODEC,  ,316 MAIN ST,VACANT  ,N,1398456,406867,008300030008      ,BC20190022,25,CBD-RIVERFRONT,993,
HISTORIC -DANGEROUS & UNSAFE,0080,607,MAIN ST,VSUSPEND,CBHCODEC,  ,607 MAIN ST,VACANT  ,N,1398050,408151,007800010062      ,BC20180791,25,CBD-RIVERFRONT,994,
HISTORIC -DANGEROUS & UNSAFE,0080,625,MAIN ST,ORDERS  ,CBHCODEC,  ,625 MAIN ST,VACANT  ,N,1398007,408290,007800010093      ,BC20150014,25,CBD-RIVERFRONT,995,
HISTORIC -DANGEROUS & UNSAFE,0080,707,MAIN ST,VSUSPEND,CBHCODE ,  ,707 MAIN ST,VACANT  ,N,1397990,408596,007900010023      ,B201600232,25,CBD-RIVERFRONT,996,
HISTORIC -DANGEROUS & UNSAFE,0120,1123,MAIN ST,ORDERS  ,CBHCODEC,  ,1123 MAIN ST,VACANT  ,N,1397710,410037,007500040187      ,BC20150258,28,OVER-THE-RHINE,997,
KEEP THE BUILDING VACANT,0120,1214,MAIN ST,ORDERS  ,CBHCODE ,  ,1214 MAIN ST,VACANT  ,N,1397764,410521,007500040006      ,B200906716,28,OVER-THE-RHINE,998,
HISTORIC -DANGEROUS & UNSAFE,0120,1304,MAIN ST,ORDERS  ,CBHCODEC,  ,1304 MAIN ST,VACANT  ,N,1397758,410652,007500040037      ,BC20150295,28,OVER-THE-RHINE,999,
KEEP THE BUILDING VACANT,0190,1608,MAIN ST,ORDERS  ,CBHCODE ,  ,1608 MAIN ST,VACANT  ,N,1397590,411736,008600030043      ,B201003948,24,OVER-THE-RHINE,1000,
KEEP THE BUILDING VACANT,0200,1614,MANSFIELD ST,ORDERS  ,CBHCODE ,  ,1614 MANSFIELD ST,VACANT  ,N,1398338,411692,008600020245      ,B201805953,24,MT AUBURN,1001,
KEEP THE BUILDING VACANT,1110,1125,MANSION AV,FINLNOTC,CBHCODE ,  ,1125 MANSION AV,VACANT  ,N,1382288,411927,017400090224      ,B201900039,9,EAST PRICE HILL,1002,
CONDEMNATION,1110,1128,MANSION AV,ORDERS  ,CBHCODE ,  ,1128 MANSION AV,VACANT  ,N,1382369,412102,017400090043      ,B201906486,9,EAST PRICE HILL,1003,
CONDEMNATION,1110,1128,MANSION AV,ORDERS  ,CBHCODE ,  ,1128 MANSION AV,VACANT  ,N,1382369,412102,017400090043      ,B201906486,9,EAST PRICE HILL,1003,
KEEP THE BUILDING VACANT,1140,1211,MANSS AV,ORDERS  ,CBHCODE ,  ,1211 MANSS AV,VACANT  ,N,1378859,412772,017400050203      ,B201907367,46,WEST PRICE HILL,1004,
CONDEMNATION,1140,1216,MANSS AV,ORDERS  ,CBHCODE ,  ,1216 MANSS AV,VACANT  ,N,1378988,412776,017400050048      ,B201610026,46,WEST PRICE HILL,1005,
KEEP THE BUILDING VACANT,1140,1221,MANSS AV,VSUSPEND,CBHCODE ,  ,1221 MANSS AV,VACANT  ,N,1378875,412887,017400050026      ,B201803799,46,WEST PRICE HILL,1006,
CONDEMNATION,1140,1237,MANSS AV,HAZARD  ,CBHCODE ,  ,1237 MANSS AV,VACANT  ,N,1378873,413058,017400050020      ,B201205419,46,WEST PRICE HILL,1007,
KEEP THE BUILDING VACANT,1140,1246,MANSS AV,CIVIL2  ,CBHCODE ,  ,1246 MANSS AV,VACANT  ,N,1379004,413142,017400050065      ,B201601938,46,WEST PRICE HILL,1008,
CONDEMNATION,1090,1314,MANSS AV,CIVIL1  ,CBHCODE ,  ,1314 MANSS AV,VACANT  ,N,1379096,413791,020400160098      ,B201702744,46,EAST PRICE HILL,1009,
KEEP THE BUILDING VACANT,1090,1320,MANSS AV,ORDERS  ,CBHCODE ,  ,1320 MANSS AV,VACANT  ,N,1379095,413868,020400160102      ,B201804140,46,EAST PRICE HILL,1010,
CONDEMNATION,1090,1328,MANSS AV,PREPROS ,CBHCODE ,  ,1328 MANSS AV,VACANT  ,N,1379104,413925,020400160106      ,B201300181,46,EAST PRICE HILL,1011,
CONDEMNATION,1090,1438,MANSS AV,HAZARD  ,CBHCODEC,  ,1438 MANSS AV,VACANT  ,N,1379181,414786,020400160137      ,BC20100078,46,EAST PRICE HILL,1012,
CONDEMNATION,0820,550,MAPLE AV,HAZARD  ,CBHCODE ,  ,550 MAPLE AV,VACANT  ,N,1402417,422434,010700080058      ,B201705911,31,AVONDALE,1013,
CONDEMNATION,0240,2238,MAPLEWOOD AV,ORDERS  ,CBHCODE ,  ,2238 MAPLEWOOD AV,VACANT  ,N,1399942,415119,008900020100      ,B201907137,24,MT AUBURN,1014,
KEEP THE BUILDING VACANT,0240,2320,MAPLEWOOD AV,CRIMINAL,CBHCODE ,  ,2320 MAPLEWOOD AV,VACANT  ,N,1399991,415552,008900020017      ,B201608575,24,MT AUBURN,1015,
CONDEMNATION,0240,2321,MAPLEWOOD AV,CIVIL1  ,CBHCODE ,  ,2321 MAPLEWOOD AV,VACANT  ,N,1399855,415584,008900020002      ,B201601074,24,MT AUBURN,1016,
KEEP THE BUILDING VACANT,0240,2415,MAPLEWOOD AV,VSUSPEND,CBHCODE ,  ,2415 MAPLEWOOD AV,VACANT  ,N,1399734,416107,008900030130      ,B201703146,24,MT AUBURN,1017,
CONDEMNATION,0850,3413,MARMET AV,CIVIL1  ,CBHCODE ,  ,3413 MARMET AV,VACANT  ,N,1398014,422719,021600420062      ,B201808074,18,AVONDALE,1018,
CONDEMNATION,0310,1050,MARSHALL AV,ORDERS  ,CBHCODE ,  ,1050 MARSHALL AV,VACANT  ,N,1391607,418933,018900200037      ,B201807195,1,CAMP WASHINGTON,1019,
KEEP THE BUILDING VACANT,0330,2841,MARSHALL AV,CRIMINAL,CBHCODE ,  ,2841 MARSHALL AV,VACANT  ,N,1393008,419030,010100030057      ,B201405955,17,UNIVERSITY HEIGHTS,1020,
KEEP THE BUILDING VACANT,1100,2801,MARYLAND AV,ORDERS  ,CBHCODE ,  ,2801 MARYLAND AV,VACANT  ,N,1384325,410489,017500160008      ,B201906853,9,EAST PRICE HILL,1021,
KEEP THE BUILDING VACANT,0010,3077,MASSACHUSETTS AV,ORDERS  ,CBHCODE ,  ,3077 MASSACHUSETTS AV,VACANT  ,N,1391177,421768,018900230068      ,B201905393,1,CAMP WASHINGTON,1022,
KEEP THE BUILDING VACANT,0680,4607,MATHIS ST,ORDERS  ,CBHCODE ,  ,4607 MATHIS ST,VACANT  ,N,1432215,426615,003600040148      ,B201904575,50,MADISONVILLE,1023,
CONDEMNATION,0870,511,MCALPIN AV,ORDERS  ,CBHCODE ,  ,511 MCALPIN AV,VACANT  ,N,1394191,425347,021500660034      ,B201904821,18,CLIFTON,1024,
CONDEMNATION,0240,229,MCGREGOR AV,VSUSPEND,CBHCODE ,  ,229 MCGREGOR AV,VACANT  ,N,1399130,415320,008900010056      ,B201305571,24,MT AUBURN,1025,
KEEP THE BUILDING VACANT,0240,240,MCGREGOR AV,FINLNOTC,CBHCODE ,  ,240 MCGREGOR AV,VACANT  ,N,1399350,415430,008900010084      ,B201502074,24,MT AUBURN,1026,
KEEP THE BUILDING VACANT,0240,262,MCGREGOR AV,CIVIL2  ,CBHCODE ,  ,262 MCGREGOR AV,VACANT  ,N,1399533,415427,008900010093      ,B201804937,24,MT AUBURN,1027,
KEEP THE BUILDING VACANT,0240,316,MCGREGOR AV,FINLNOTC,CBHCODE ,  ,316 MCGREGOR AV,VACANT  ,N,1400354,415337,008900020029      ,B201603857,24,MT AUBURN,1028,
KEEP THE BUILDING VACANT,0240,321,MCGREGOR AV,VSUSPEND,CBHCODE ,  ,321 MCGREGOR AV,VACANT  ,N,1400346,415151,008900020033      ,B201805954,24,MT AUBURN,1029,
CONDEMNATION,0240,325,MCGREGOR AV,DUPLICAT,CBHCODE ,  ,325 MCGREGOR AV,VACANT  ,N,1400393,415146,008900020032      ,B201608574,24,MT AUBURN,1030,
CONDEMNATION,0240,325,MCGREGOR AV,HAZARD  ,CBHCODE ,  ,325 MCGREGOR AV,VACANT  ,N,1400393,415146,008900020032      ,B201205753,24,MT AUBURN,1031,
CONDEMNATION,0240,325,MCGREGOR AV,ORDERS  ,CBHCODE ,  ,325 MCGREGOR AV,VACANT  ,N,1400393,415146,008900020032      ,B201904523,24,MT AUBURN,1032,
CONDEMNATION,0240,2223,MCGREGOR PL,VSUSPEND,CBHCODE ,  ,2223 MCGREGOR PL,VACANT  ,N,1400602,414783,009000010052      ,B201503318,24,MT AUBURN,1033,
KEEP THE BUILDING VACANT,1060,3032,MCHENRY AV,FINLNOTC,CBHCODE ,  ,3032 MCHENRY AV,VACANT  ,N,1378681,422606,020700540008      ,B201903835,45,WESTWOOD,1034,
KEEP THE BUILDING VACANT,1060,3032,MCHENRY AV,FINLNOTC,CBHCODE ,  ,3032 MCHENRY AV,VACANT  ,N,1378681,422606,020700540008      ,B201903243,45,WESTWOOD,1035,
KEEP THE BUILDING VACANT,1060,3032,MCHENRY AV,FINLNOTC,CBHCODE ,  ,3032 MCHENRY AV,VACANT  ,N,1378681,422606,020700540008      ,B201903835,45,WESTWOOD,1034,
CONDEMNATION,1190,3221,MCHENRY AV,CRIMINAL,CBHCODE ,  ,3221 MCHENRY AV,VACANT  ,N,1380362,423778,020700520024      ,B201501891,45,WESTWOOD,1036,
CONDEMNATION,0710,6446,MCHUGH PL,VSUSPEND,CBHCODE ,  ,6446 MCHUGH PL,VACANT  ,N,1426739,438461,012900010082      ,B201902975,13,KENNEDY HEIGHTS,1037,
KEEP THE BUILDING VACANT,0190,2,MCMICKEN AV,VSUSPEND,CBHCODE ,E ,2 E MCMICKEN AV,VACANT  ,N,1396362,413160,009400050171      ,B201806287,28,OVER-THE-RHINE,1038,
CONDEMNATION,0190,33,MCMICKEN AV,CRIMINAL,CBHCODE ,E ,33 E MCMICKEN AV,VACANT  ,N,1396477,412842,009400050316      ,B200903306,28,OVER-THE-RHINE,1039,
HISTORIC -DANGEROUS & UNSAFE,0190,50,MCMICKEN AV,CIVIL2  ,CBHCODE ,E ,50 E MCMICKEN AV,VACANT  ,N,1396753,412755,009400050294      ,B201802579,28,OVER-THE-RHINE,1040,
KEEP THE BUILDING VACANT,0190,56,MCMICKEN AV,VSUSPEND,CBHCODE ,E ,56 E MCMICKEN AV,VACANT  ,N,1396781,412701,009400050296      ,B201507604,28,OVER-THE-RHINE,1041,
KEEP THE BUILDING VACANT,0190,57,MCMICKEN AV,PREPROS ,CBHCODE ,E ,57 E MCMICKEN AV,VACANT  ,N,1396700,412611,009400070064      ,B201703152,28,OVER-THE-RHINE,1042,
KEEP THE BUILDING VACANT,0190,60,MCMICKEN AV,CRIMINAL,CBHCODE ,E ,60 E MCMICKEN AV,VACANT  ,N,1396790,412654,009400050297      ,B201706090,28,OVER-THE-RHINE,1043,
HISTORIC -DANGEROUS & UNSAFE,0190,100,MCMICKEN AV,VSUSPEND,CBHCODE ,E ,100 E MCMICKEN AV,VACANT  ,N,1397020,412381,009400070252      ,B201802393,28,OVER-THE-RHINE,1044,
HISTORIC -DANGEROUS & UNSAFE,0190,163,MCMICKEN AV,ORDERS  ,CBHCODE ,E ,163 E MCMICKEN AV,VACANT  ,N,1397414,411789,009400070185      ,B201903654,28,OVER-THE-RHINE,1045,
KEEP THE BUILDING VACANT,0180,3,MCMICKEN AV,VSUSPEND,CBHCODE ,W ,3 W MCMICKEN AV,VACANT  ,N,1396170,413205,009600060124      ,B201706213,28,OVER-THE-RHINE,1046,
KEEP THE BUILDING VACANT,0180,17,MCMICKEN AV,ORDERS  ,CBHCODE ,W ,17 W MCMICKEN AV,VACANT  ,N,1396080,413310,009600060112      ,B201806809,28,OVER-THE-RHINE,1047,
KEEP THE BUILDING VACANT,0290,24,MCMICKEN AV,PREPROS ,CBHCODE ,W ,24 W MCMICKEN AV,VACANT  ,N,1396080,413451,009500030047      ,B201104130,28,FAIRVIEW-CLIFTON HEIGHTS,1048,
VACATE- C.O.REQUIRED,0290,24,MCMICKEN AV,PREPROS ,CBHCODE ,W ,24 W MCMICKEN AV,VACANT  ,N,1396080,413451,009500030047      ,B201104130,28,FAIRVIEW-CLIFTON HEIGHTS,1048,
HISTORIC -DANGEROUS & UNSAFE,0180,41,MCMICKEN AV,ORDERS  ,CBHCODE ,W ,41 W MCMICKEN AV,VACANT  ,N,1395836,413509,009600060126      ,B201806980,28,OVER-THE-RHINE,1049,
HISTORIC -DANGEROUS & UNSAFE,0290,244,MCMICKEN AV,CIVIL2  ,CBHCODEC,W ,244 W MCMICKEN AV,VACANT  ,N,1394613,414325,009500020001      ,BC20190190,28,FAIRVIEW-CLIFTON HEIGHTS,1050,
HISTORIC -DANGEROUS & UNSAFE,0290,246,MCMICKEN AV,CIVIL2  ,CBHCODEC,W ,246 W MCMICKEN AV,VACANT  ,N,1394666,414314,009500020003      ,BC20190191,28,FAIRVIEW-CLIFTON HEIGHTS,1051,
HISTORIC -DANGEROUS & UNSAFE,0180,268,MCMICKEN AV,CIVIL2  ,CBHCODEC,W ,268 W MCMICKEN AV,VACANT  ,N,1394444,414432,009600040191      ,BC20180608,28,OVER-THE-RHINE,1052,
KEEP THE BUILDING VACANT,0180,270,MCMICKEN AV,PETITION,CBHCODE ,W ,270 W MCMICKEN AV,VACANT  ,N,1394417,414447,009600040190      ,B201602551,28,OVER-THE-RHINE,1053,
KEEP THE BUILDING VACANT,0180,271,MCMICKEN AV,CRIMPREP,CBHCODE ,W ,271 W MCMICKEN AV,VACANT  ,N,1394370,414325,009600050219      ,B201507322,28,OVER-THE-RHINE,1054,
KEEP THE BUILDING VACANT,0180,281,MCMICKEN AV,VSUSPEND,CBHCODE ,W ,281 W MCMICKEN AV,VACANT  ,N,1394242,414358,009600050224      ,B201903707,28,OVER-THE-RHINE,1055,
KEEP THE BUILDING VACANT,0180,283,MCMICKEN AV,VSUSPEND,CBHCODEC,W ,283 W MCMICKEN AV,VACANT  ,N,1394225,414366,009600050225      ,BC20190160,28,OVER-THE-RHINE,1056,
HISTORIC -DANGEROUS & UNSAFE,0180,289,MCMICKEN AV,ORDERS  ,CBHCODE ,W ,289 W MCMICKEN AV,VACANT  ,N,1394130,414474,009600040216      ,B201601184,28,OVER-THE-RHINE,1057,
KEEP THE BUILDING VACANT,0180,289,MCMICKEN AV,VSUSPEND,CBHCODE ,W ,289 W MCMICKEN AV,VACANT  ,N,1394130,414474,009600040216      ,B201905957,28,OVER-THE-RHINE,1058,
KEEP THE BUILDING VACANT,0180,306,MCMICKEN AV,ORDERS  ,CBHCODE ,W ,306 W MCMICKEN AV,VACANT  ,N,1393994,414613,009600040129      ,B201303692,28,OVER-THE-RHINE,1059,
KEEP THE BUILDING VACANT,0180,306,MCMICKEN AV,ORDERS  ,CBHCODE ,W ,306 W MCMICKEN AV,VACANT  ,N,1393994,414613,009600040129      ,B201806297,28,OVER-THE-RHINE,1060,
KEEP THE BUILDING VACANT,0180,314,MCMICKEN AV,VSUSPEND,CBHCODE ,W ,314 W MCMICKEN AV,VACANT  ,N,1393932,414670,009600040126      ,B201807514,28,OVER-THE-RHINE,1061,
KEEP THE BUILDING VACANT,0180,316,MCMICKEN AV,VSUSPEND,CBHCODE ,W ,316 W MCMICKEN AV,VACANT  ,N,1393909,414688,009600040125      ,B201808014,28,OVER-THE-RHINE,1062,
HISTORIC -DANGEROUS & UNSAFE,0170,421,MCMICKEN AV,PREPROS ,CBHCODE ,W ,421 W MCMICKEN AV,VACANT  ,N,1393580,414866,009600030025      ,B201903913,28,WEST END,1063,
HISTORIC -DANGEROUS & UNSAFE,0170,430,MCMICKEN AV,VSUSPEND,CBHCODE ,W ,430 W MCMICKEN AV,VACANT  ,N,1393510,415017,009600030052      ,B201806847,28,WEST END,1064,
HISTORIC -DANGEROUS & UNSAFE,0170,456,MCMICKEN AV,CIVIL1  ,CBHCODE ,W ,456 W MCMICKEN AV,VACANT  ,N,1393192,415084,009600030040      ,B201702253,28,WEST END,1065,
HISTORIC -DANGEROUS & UNSAFE,0170,459,MCMICKEN AV,VSUSPEND,CBHCODE ,W ,459 W MCMICKEN AV,VACANT  ,N,1393145,414935,009600030006      ,B201906468,28,WEST END,1066,
HISTORIC -DANGEROUS & UNSAFE,0170,461,MCMICKEN AV,VSUSPEND,CBHCODE ,W ,461 W MCMICKEN AV,VACANT  ,N,1393118,414931,009600030005      ,B201604552,28,WEST END,1067,
HISTORIC -DANGEROUS & UNSAFE,0170,463,MCMICKEN AV,VSUSPEND,CBHCODE ,W ,463 W MCMICKEN AV,VACANT  ,N,1393097,414940,009600030004      ,B201604553,28,WEST END,1068,
CONDEMNATION,0170,464,MCMICKEN AV,VSUSPEND,CBHCODE ,W ,464 W MCMICKEN AV,VACANT  ,N,1393090,415054,009600030036      ,B201900174,28,WEST END,1069,
KEEP THE BUILDING VACANT,0170,465,MCMICKEN AV,CRIMINAL,CBHCODE ,W ,465 W MCMICKEN AV,VACANT  ,N,1393071,414953,009600030003      ,B201001812,28,WEST END,1070,
KEEP THE BUILDING VACANT,0170,465,MCMICKEN AV,ORDERS  ,CBHCODE ,W ,465 W MCMICKEN AV,VACANT  ,N,1393071,414953,009600030003      ,B201907392,28,WEST END,1071,
CONDEMNATION,0170,469,MCMICKEN AV,HAZARD  ,CBHCODE ,W ,469 W MCMICKEN AV,VACANT  ,N,1393023,414946,009600030001      ,B201103337,28,WEST END,1072,
CONDEMNATION,0170,469,MCMICKEN AV,HAZARD  ,CBHCODE ,W ,469 W MCMICKEN AV,VACANT  ,N,1393023,414946,009600030001      ,B201103337,28,WEST END,1072,
HISTORIC -DANGEROUS & UNSAFE,0170,469,MCMICKEN AV,HAZARD  ,CBHCODE ,W ,469 W MCMICKEN AV,VACANT  ,N,1393023,414946,009600030001      ,B201103337,28,WEST END,1072,
CONDEMNATION,0170,507,MCMICKEN AV,FINLNOTC,CBHCODE ,W ,507 W MCMICKEN AV,VACANT  ,N,1392926,414986,009700030079      ,B201807619,28,WEST END,1073,
KEEP THE BUILDING VACANT,0170,517,MCMICKEN AV,VSUSPEND,CBHCODE ,W ,517 W MCMICKEN AV,VACANT  ,N,1392798,415007,009700030074      ,B201807764,28,WEST END,1074,
KEEP THE BUILDING VACANT,0170,529,MCMICKEN AV,VSUSPEND,CBHCODE ,W ,529 W MCMICKEN AV,VACANT  ,N,1392660,415040,009700030068      ,B200801634,28,WEST END,1075,
HISTORIC -DANGEROUS & UNSAFE,0170,547,MCMICKEN AV,CRIMINAL,CBHCODE ,W ,547 W MCMICKEN AV,VACANT  ,N,1392460,415078,009700030060      ,B201204614,28,WEST END,1076,
CONDEMNATION,0300,650,MCMICKEN AV,ORDERS  ,CBHCODE ,W ,650 W MCMICKEN AV,VACANT  ,N,1392049,415558,009700010096      ,B201907917,28,FAIRVIEW-CLIFTON HEIGHTS,1077,
CONDEMNATION,0300,650,MCMICKEN AV,HAZARD  ,CBHCODE ,W ,650 W MCMICKEN AV,VACANT  ,N,1392049,415558,009700010096      ,B201204771,28,FAIRVIEW-CLIFTON HEIGHTS,1078,
KEEP THE BUILDING VACANT,0300,656,MCMICKEN AV,DUPLICAT,CBHCODE ,W ,656 W MCMICKEN AV,VACANT  ,N,1392013,415631,009700010094      ,B201304774,28,FAIRVIEW-CLIFTON HEIGHTS,1079,
VACATE THE BUILDING,0160,2321,MCMICKEN AV,ORDERS  ,CBHCODE ,W ,2321 W MCMICKEN AV,VACANT  ,N,1391867,415843,009700010021      ,B201903685,17,WEST END,1080,
HISTORIC -DANGEROUS & UNSAFE,0160,2321,MCMICKEN AV,PREPROS ,CBHCODE ,W ,2321 W MCMICKEN AV,VACANT  ,N,1391867,415843,009700010021      ,B201804052,17,WEST END,1081,
HISTORIC -DANGEROUS & UNSAFE,0160,2323,MCMICKEN AV,FINLNOTC,CBHCODE ,W ,2323 W MCMICKEN AV,VACANT  ,N,1391858,415871,009700010020      ,B201806227,17,WEST END,1082,
KEEP THE BUILDING VACANT,0300,2435,MCMICKEN AV,VSUSPEND,CBHCODE ,W ,2435 W MCMICKEN AV,VACANT  ,N,1392130,416785,009800050086      ,B201903713,17,FAIRVIEW-CLIFTON HEIGHTS,1083,
CONDEMNATION,0300,2439,MCMICKEN AV,CIVIL1  ,CBHCODE ,W ,2439 W MCMICKEN AV,VACANT  ,N,1392104,416834,009800050084      ,B201702934,17,FAIRVIEW-CLIFTON HEIGHTS,1084,
KEEP THE BUILDING VACANT,0300,2465,MCMICKEN AV,FINLNOTC,CBHCODE ,W ,2465 W MCMICKEN AV,VACANT  ,N,1392205,417122,009800050073      ,B201701809,17,FAIRVIEW-CLIFTON HEIGHTS,1085,
CONDEMNATION,0300,2513,MCMICKEN AV,VSUSPEND,CBHCODE ,W ,2513 W MCMICKEN AV,VACANT  ,N,1392260,417392,009800050048      ,B201304795,17,FAIRVIEW-CLIFTON HEIGHTS,1086,
KEEP THE BUILDING VACANT,0330,2702,MCMICKEN AV,VSUSPEND,CBHCODE ,W ,2702 W MCMICKEN AV,VACANT  ,N,1392600,418200,009800020032      ,B201804456,17,UNIVERSITY HEIGHTS,1087,
KEEP THE BUILDING VACANT,0330,2704,MCMICKEN AV,VSUSPEND,CBHCODE ,W ,2704 W MCMICKEN AV,VACANT  ,N,1392613,418224,009800020033      ,B201707648,17,UNIVERSITY HEIGHTS,1088,
CONDEMNATION,0330,2985,MCMICKEN AV,ORDERS  ,CBHCODE ,W ,2985 W MCMICKEN AV,VACANT  ,N,1392200,420793,009900020027      ,B201805218,17,UNIVERSITY HEIGHTS,1089,
CONDEMNATION,0330,2985,MCMICKEN AV,DUPLICAT,CBHCODE ,W ,2985 W MCMICKEN AV,VACANT  ,N,1392200,420793,009900020027      ,B201700838,17,UNIVERSITY HEIGHTS,1090,
CONDEMNATION,0330,2997,MCMICKEN AV,FINLNOTC,CBHCODE ,W ,2997 W MCMICKEN AV,VACANT  ,N,1392158,420945,009900020033      ,B201903501,17,UNIVERSITY HEIGHTS,1091,
CONDEMNATION,0330,2999,MCMICKEN AV,CIVIL1  ,CBHCODE ,W ,2999 W MCMICKEN AV,VACANT  ,N,1392160,420971,009900020034      ,B201903331,17,UNIVERSITY HEIGHTS,1092,
